timestamp,post_url,author,external_url,domain,keywords_matched,post_text,label
2025-04-27T13:30:33.212824,https://bsky.app/profile/pharmaphorum.bsky.social/post/3lnkpfctt6c2h,pharmaphorum.bsky.social,,,astrazeneca,NEWS: #AstraZeneca has started work with tech companies #Tempus and #PathosAI on a project that aims to generate a wide-ranging and comprehensive generative artificial intelligence model for #oncology.pharmaphorum.com/news/astraze...,0
2025-04-27T13:30:09.928332,https://bsky.app/profile/scottsquires.bsky.social/post/3lnspvdpmxk27,scottsquires.bsky.social,,,"vaccine, covid",Covid is still spreading. Unfortunately the vaccine isn’t nearly as effective as the one for measles.,0
2025-04-27T13:30:40.783024,https://bsky.app/profile/telliac.bsky.social/post/3lnsnglfy5u22,telliac.bsky.social,,,covid,Et aucun cours non plus sur le COVID 19... Coïncidence ? Je ne crois pas...,0
2025-04-27T13:30:12.610585,https://bsky.app/profile/oldmanglas.bsky.social/post/3lnsfmpcq3k24,oldmanglas.bsky.social,,,vaccination,"No, really.It's American to be pro-vaccination!",0
2025-04-27T13:30:35.731223,https://bsky.app/profile/mbwilliams.bsky.social/post/3lnsq4kefjs2b,mbwilliams.bsky.social,,,"vaccine, vax, novavax, covid, side effect",Novavax is the only Covid vaccine that didn't cause significant side effects for me. I f*cking hate this timeline.,1
2025-04-27T13:30:30.689596,https://bsky.app/profile/rocbrady.bsky.social/post/3lnsrihvmzc23,rocbrady.bsky.social,,,johnson,"He stopped Americans from voting, & we still don’t know to what extent his sabotage worked in contaminating our choice for president. Mike Johnson and the fotus-GOP’s response to Ru’s bomb threats? (Did they protect voting rights? Punish Ru? Hold Ru accountable?",0
2025-04-27T13:30:45.971729,https://bsky.app/profile/katiebea.bsky.social/post/3lnsqpqdre22a,katiebea.bsky.social,,,pandemic,Remember the pandemic shortages? Well your memory is about to be refreshed…www.nbcnews.com/politics/eco...,0
2025-04-27T13:30:43.290596,https://bsky.app/profile/zmedia-en.bsky.social/post/3lns6zhyjhb2s,zmedia-en.bsky.social,https://en.twitren.com/apple/259128/?utm_source=Bluesky,en.twitren.com,"coronavirus, pandemic","This is expected to be due to an increase in demand due to the coronavirus pandemic. In the tablet device market, iPad accounts for 70% of sales and is a strong driver. Aggregating the shipment numbers announced by JEITA…Read more:https://en.twitren.com/apple/259128/?utm_source=Bluesky",0
2025-04-27T13:30:28.018501,https://bsky.app/profile/geenguru.bsky.social/post/3lns7gciqnj2d,geenguru.bsky.social,https://www.nature.com/articles/s41541-025-01131-y,www.nature.com,"moderna, mrna","Moderna $MRNA innovation could redefine cancer, akin to sharpening focus in a groundbreaking photograph. Exploring mRNA's tailoring capacity in solid tumours enhances therapy precision, igniting potential for revolutionary outcomes. https://www.nature.com/articles/s41541-025-01131-y",0
2025-04-27T13:30:35.743767,https://bsky.app/profile/newsanalysis.com/post/3lnrunzmjne2y,newsanalysis.com,,,"vaccine, vax, novavax, covid, covid-19, fda",FDA may require Novavax to conduct additional trials for full Covid-19 vaccine approval.  Novavax anticipates approval but the FDA seeks more data. This follows a missed April 1st deadline. #COVID19vaccine #News,0
2025-04-27T13:30:35.782027,https://bsky.app/profile/drjudystone.bsky.social/post/3lnquv67dxk2e,drjudystone.bsky.social,,,"vax, novavax, fda, health","#FDA appears to be screwing #Novavax again by suggesting that they need to do prohibitively expensive clincal trials, rather than just post-marketing surveillance. Why, other than RFK Jr's whims?www.wsj.com/health/healt...",0
2025-04-27T13:30:33.249494,https://bsky.app/profile/pharmaphorum.bsky.social/post/3lnfir3ckx72a,pharmaphorum.bsky.social,,,astrazeneca,"News Catch-Up: Yesterday, #AstraZeneca and #DaiichiSankyo announced preparation of #regulatory filings that could make their #HER2-directed antibody-drug conjugate (#ADC) #Enhertu an option for previously untreated #breastcancer for the first time.",0
2025-04-27T13:30:20.371364,https://bsky.app/profile/quackdetector.bsky.social/post/3lns66xt6ns2k,quackdetector.bsky.social,,,"vax, antivax, medical"bu,Really scary how many antivax people there are with a medical degree#QuackDhand,0
